pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,fare_amount,date,time,Distance (km),Distance (miles),Time Interval,fare_amount_group,Year,Month,Timestamp,Clouds,Dew Point,Feels Like,Humidity,Pressure,Sunrise,Sunset,Temp,Visibility,Weather Description,Weather Icon,Weather ID,Weather Main,Wind Degree,Wind Speed,Data Rain,Data Snow
2013-03-15 10:27:56,-73.988791,40.749692,-73.971666,40.759037,1,9.5,2013-03-15,10:27:56,1.776658955590958,1.103967437328941,10 am - 1 pm,0 to 100,2013,March,1363343276, , , , , , , , , , , , , , , , , 
2013-08-23 11:16:23,-73.979252,40.761998,-73.98761800000001,40.752449,1,7.5,2013-08-23,11:16:23,1.2735453795346738,0.791346377729177,10 am - 1 pm,0 to 100,2013,Aug,1377256583, , , , , , , , , , , , , , , , , 
2014-03-28 22:20:00,-73.982625,40.774777,-73.966365,40.800745,1,8.0,2014-03-28,22:20:00,3.193562445992596,1.98439263672847,8 pm - 11 pm,0 to 100,2014,March,1396045200, , , , , , , , , , , , , , , , , 
2013-08-04 11:00:27,-73.994051,40.751239,-73.99628,40.768171,1,10.5,2013-08-04,11:00:27,1.890901493320081,1.174954635639505,10 am - 1 pm,0 to 100,2013,Aug,1375614027, , , , , , , , , , , , , , , , , 
2013-12-15 02:05:00,-73.99951,40.754445,-73.956502,40.766997,1,12.5,2013-12-15,02:05:00,3.879452415849867,2.410585964339336,12 am- 4 am,0 to 100,2013,Dec,1387073100, , , , , , , , , , , , , , , , , 
2014-05-26 23:02:34,-74.005765,40.740542,-73.982916,40.765764,1,9.5,2014-05-26,23:02:34,3.3993082933560568,2.112237496959037,11pm - 12 am,0 to 100,2014,May,1401145354, , , , , , , , , , , , , , , , , 
2013-08-05 11:06:09,-73.96748000000001,40.757817,-73.97487199999999,40.741972,1,7.0,2013-08-05,11:06:09,1.867507810114435,1.1604184386856942,10 am - 1 pm,0 to 100,2013,Aug,1375700769, , , , , , , , , , , , , , , , , 
2014-11-24 12:46:00,-73.97865999999999,40.78295,-73.98888000000001,40.771,1,9.5,2014-11-24,12:46:00,1.5821082246277367,0.983078917213104,10 am - 1 pm,0 to 100,2014,Nov,1416833160, , , , , , , , , , , , , , , , , 
2013-05-05 00:37:00,-74.010345,40.711865,-73.989653,40.70163,1,7.5,2013-05-05,00:37:00,2.0813269152844,1.293279801213168,12 am- 4 am,0 to 100,2013,May,1367714220, , , , , , , , , , , , , , , , , 
2014-01-28 09:38:00,-73.986312,40.739582,-73.996615,40.726455,1,5.5,2014-01-28,09:38:00,1.697234726765266,1.0546153869072203,7 am - 10 am,0 to 100,2014,Jan,1390901880, , , , , , , , , , , , , , , , , 
2014-01-23 23:49:57,-73.99705300000001,40.723979,-74.000114,40.728544,1,4.0,2014-01-23,23:49:57,0.5690255930520074,0.3535769899785051,11pm - 12 am,0 to 100,2014,Jan,1390520997, , , , , , , , , , , , , , , , , 
2014-11-17 21:26:17,-73.963838,40.774771,-73.97025,40.76273,1,6.0,2014-11-17,21:26:17,1.4427778124897457,0.8965027977243749,8 pm - 11 pm,0 to 100,2014,Nov,1416259577, , , , , , , , , , , , , , , , , 
2014-05-09 12:27:00,-73.962987,40.777952,-73.953642,40.776957,1,19.5,2014-05-09,12:27:00,0.7941145107196342,0.4934411067391814,10 am - 1 pm,0 to 100,2014,May,1399638420, , , , , , , , , , , , , , , , , 
2013-06-22 20:00:26,-74.001405,40.735937,-74.00822099999999,40.705913,1,10.0,2013-06-22,20:00:26,3.385444903474709,2.1036231644492207,8 pm - 11 pm,0 to 100,2013,Jun,1371931226, , , , , , , , , , , , , , , , , 
2014-02-10 10:25:10,-73.977666,40.725829,-73.978102,40.691234,1,21.0,2014-02-10,10:25:10,3.8445487343337774,2.388897768236531,10 am - 1 pm,0 to 100,2014,Feb,1392027910, , , , , , , , , , , , , , , , , 
2013-02-01 14:31:00,-73.967598,40.76303,-73.980962,40.76934,1,8.0,2013-02-01,14:31:00,1.3254369393033694,0.8235903782316785,1 pm - 5 pm,0 to 100,2013,Feb,1359729060, , , , , , , , , , , , , , , , , 
2014-09-01 23:30:29,-73.984549,40.728562,-74.005319,40.747958,2,9.5,2014-09-01,23:30:29,2.775616701221073,1.7246925455286473,11pm - 12 am,0 to 100,2014,Sep,1409614229, , , , , , , , , , , , , , , , , 
2013-10-20 14:15:51,-73.957573,40.765691,-74.0043,40.722702000000005,1,25.5,2013-10-20,14:15:51,6.188524896251632,3.845380650609338,1 pm - 5 pm,0 to 100,2013,Oct,1382278551, , , , , , , , , , , , , , , , , 
2013-11-16 10:34:00,-73.95189599999999,40.777019,-73.93494399999999,40.769203000000005,1,16.5,2013-11-16,10:34:00,1.670201125308173,1.0378174439883263,10 am - 1 pm,0 to 100,2013,Nov,1384598040, , , , , , , , , , , , , , , , , 
2014-01-18 02:21:00,-73.98580799999999,40.735102000000005,-73.987302,40.72249,1,7.5,2014-01-18,02:21:00,1.4071455784708171,0.8743618989590871,12 am- 4 am,0 to 100,2014,Jan,1390011660, , , , , , , , , , , , , , , , , 
2014-11-03 08:32:05,-73.990563,40.737252000000005,-73.994838,40.740395,1,5.5,2014-11-03,08:32:05,0.5015479300961383,0.3116482098848834,7 am - 10 am,0 to 100,2014,Nov,1415003525, , , , , , , , , , , , , , , , , 
2014-12-22 21:51:00,-73.975557,40.7554,-73.997437,40.761247,1,9.5,2014-12-22,21:51:00,1.9529793623945573,1.2135281310317008,8 pm - 11 pm,0 to 100,2014,Dec,1419285060, , , , , , , , , , , , , , , , , 
2013-01-24 17:02:00,-73.940887,40.792912,-73.952047,40.777883,6,5.5,2013-01-24,17:02:00,1.9159723989811848,1.1905330129004346,5 pm - 8 pm,0 to 100,2013,Jan,1359046920, , , , , , , , , , , , , , , , , 
2014-09-21 15:56:20,-73.991915,40.749046,-74.00240500000001,40.708728,1,17.5,2014-09-21,15:56:20,4.566598279419261,2.837559670063045,1 pm - 5 pm,0 to 100,2014,Sep,1411314980, , , , , , , , , , , , , , , , , 
2013-03-23 18:02:04,-74.005382,40.740583,-73.999447,40.722132,1,9.5,2013-03-23,18:02:04,2.1104004429576784,1.311345298667577,5 pm - 8 pm,0 to 100,2013,March,1364061724, , , , , , , , , , , , , , , , , 
2014-11-01 12:22:00,-73.99006999999999,40.74091,-73.97524,40.76434,1,11.0,2014-11-01,12:22:00,2.8874854332219364,1.7942047256775675,10 am - 1 pm,0 to 100,2014,Nov,1414844520, , , , , , , , , , , , , , , , , 
2013-10-02 14:07:36,-73.97870400000001,40.754262,-73.994355,40.750229,1,10.0,2013-10-02,14:07:36,1.3916650679321116,0.8647427317609154,1 pm - 5 pm,0 to 100,2013,Oct,1380722856, , , , , , , , , , , , , , , , , 
2014-12-01 20:52:00,-73.97576,40.788077,-73.977327,40.792555,1,4.5,2014-12-01,20:52:00,0.5147863138463149,0.319874180624551,8 pm - 11 pm,0 to 100,2014,Dec,1417467120, , , , , , , , , , , , , , , , , 
2014-07-20 08:28:20,-73.992687,40.713927000000005,-74.006855,40.74257,1,12.0,2014-07-20,08:28:20,3.399226170441396,2.112186468018812,7 am - 10 am,0 to 100,2014,Jul,1405844900, , , , , , , , , , , , , , , , , 
2014-12-14 17:47:00,-73.971323,40.758102,-73.982272,40.756402,1,9.0,2014-12-14,17:47:00,0.9407975350135488,0.5845859389647613,5 pm - 8 pm,0 to 100,2014,Dec,1418579220, , , , , , , , , , , , , , , , , 
2013-03-23 23:09:51,-73.971438,40.757697,-73.98640999999999,40.734473,1,11.5,2013-03-23,23:09:51,2.872140824753484,1.784670004320705,11pm - 12 am,0 to 100,2013,March,1364080191, , , , , , , , , , , , , , , , , 
2014-01-16 18:49:00,-74.009302,40.706497,-74.014032,40.717452,2,8.5,2014-01-16,18:49:00,1.2809145617725308,0.7959253866631855,5 pm - 8 pm,0 to 100,2014,Jan,1389898140, , , , , , , , , , , , , , , , , 
2014-03-25 20:05:37,-73.95786700000001,40.768736,-73.986097,40.7673,1,9.5,2014-03-25,20:05:37,2.381237099016434,1.4796358128278886,8 pm - 11 pm,0 to 100,2014,March,1395777937, , , , , , , , , , , , , , , , , 
2013-01-16 18:40:27,-74.003284,40.749113,-73.997236,40.737437,1,7.0,2013-01-16,18:40:27,1.393837131559163,0.8660923928810338,5 pm - 8 pm,0 to 100,2013,Jan,1358361627, , , , , , , , , , , , , , , , , 
2013-06-30 04:04:55,-73.99714300000001,40.720618,-73.992296,40.689106,1,11.5,2013-06-30,04:04:55,3.5254999161377545,2.1906495309491807,4 am - 7 am,0 to 100,2013,Jun,1372565095, , , , , , , , , , , , , , , , , 
2014-05-28 00:25:00,-73.982175,40.752637,-73.97920699999999,40.740202,6,6.0,2014-05-28,00:25:00,1.4042508644954588,0.8725632026144001,12 am- 4 am,0 to 100,2014,May,1401236700, , , , , , , , , , , , , , , , , 
2013-08-18 00:31:00,-73.982027,40.752192,-73.931042,40.765797,2,17.0,2013-08-18,00:31:00,4.550082266625412,2.827297069994788,12 am- 4 am,0 to 100,2013,Aug,1376785860, , , , , , , , , , , , , , , , , 
2013-11-17 12:29:00,-74.00285699999999,40.728422,-73.990742,40.728465,1,6.0,2013-11-17,12:29:00,1.0202369040218464,0.6339473970831809,10 am - 1 pm,0 to 100,2013,Nov,1384691340, , , , , , , , , , , , , , , , , 
2013-07-01 15:24:16,-73.957595,40.782742,-74.000518,40.72098,1,24.0,2013-07-01,15:24:16,7.7563720534068095,4.81959812929947,1 pm - 5 pm,0 to 100,2013,Jul,1372692256, , , , , , , , , , , , , , , , , 
2013-02-01 20:34:00,-73.993935,40.727385,-73.99696999999999,40.720073,3,5.5,2013-02-01,20:34:00,0.8518005336161057,0.5292856286528054,8 pm - 11 pm,0 to 100,2013,Feb,1359750840, , , , , , , , , , , , , , , , , 
2013-08-02 20:04:32,-73.99470699999999,40.7278,-74.006339,40.739384,2,7.5,2013-08-02,20:04:32,1.617542918799653,1.0050970701030566,8 pm - 11 pm,0 to 100,2013,Aug,1375473872, , , , , , , , , , , , , , , , , 
2014-04-19 08:59:40,-74.012843,40.701506,-73.98780500000001,40.690507,1,11.5,2014-04-19,08:59:40,2.438035052410086,1.51492851256421,7 am - 10 am,0 to 100,2014,Apr,1397897980, , , , , , , , , , , , , , , , , 
2013-02-28 21:22:12,-73.98169399999999,40.775527,-73.96758,40.803782,1,8.5,2013-02-28,21:22:12,3.356885946326273,2.0858774070900328,8 pm - 11 pm,0 to 100,2013,Feb,1362086532, , , , , , , , , , , , , , , , , 
2013-04-26 19:17:35,-74.003945,40.725617,-73.958198,40.77861,2,18.0,2013-04-26,19:17:35,7.036284131412293,4.372155126581265,5 pm - 8 pm,0 to 100,2013,Apr,1367003855, , , , , , , , , , , , , , , , , 
2014-08-01 15:10:00,-73.981975,40.779017,-73.99005,40.774737,5,5.0,2014-08-01,15:10:00,0.8294279116683723,0.5153838913271107,1 pm - 5 pm,0 to 100,2014,Aug,1406905800, , , , , , , , , , , , , , , , , 
2014-05-06 09:39:02,-73.98632099999999,40.740332,-73.972241,40.75932,1,9.0,2014-05-06,09:39:02,2.4201796531141246,1.5038336542397035,7 am - 10 am,0 to 100,2014,May,1399369142, , , , , , , , , , , , , , , , , 
2013-09-10 09:26:00,-73.96199,40.75673,-73.953115,40.782687,1,11.0,2013-09-10,09:26:00,2.9796101897189247,1.851448537735298,7 am - 10 am,0 to 100,2013,Sep,1378805160, , , , , , , , , , , , , , , , , 
2014-04-18 12:42:44,-73.96118100000001,40.777387,-73.959098,40.781735,1,3.0,2014-04-18,12:42:44,0.5139821647693629,0.3193745043119309,10 am - 1 pm,0 to 100,2014,Apr,1397824964, , , , , , , , , , , , , , , , , 
2014-10-09 18:02:08,-73.980639,40.779899,-73.963972,40.809712,1,10.5,2014-10-09,18:02:08,3.5974761386808614,2.2353735933245065,5 pm - 8 pm,0 to 100,2014,Oct,1412877728, , , , , , , , , , , , , , , , , 
2014-12-12 00:18:54,-73.988405,40.764099,-73.994585,40.761751,1,4.5,2014-12-12,00:18:54,0.5819326369822401,0.361597075187493,12 am- 4 am,0 to 100,2014,Dec,1418343534, , , , , , , , , , , , , , , , , 
2014-11-12 14:47:00,-73.98025,40.74571,-73.97811,40.75664,1,15.0,2014-11-12,14:47:00,1.2278850413805773,0.7629742884540105,1 pm - 5 pm,0 to 100,2014,Nov,1415803620, , , , , , , , , , , , , , , , , 
2013-10-14 01:47:45,-73.99719499999999,40.762299,-73.98347700000001,40.773654,1,6.0,2013-10-14,01:47:45,1.710305523952462,1.062737223925623,12 am- 4 am,0 to 100,2013,Oct,1381715265, , , , , , , , , , , , , , , , , 
2014-07-09 22:20:03,-73.991663,40.749717,-73.99290500000001,40.747075,1,3.0,2014-07-09,22:20:03,0.3116557536364996,0.1936543885297697,8 pm - 11 pm,0 to 100,2014,Jul,1404944403, , , , , , , , , , , , , , , , , 
2013-06-24 14:09:00,-73.961975,40.755527,-73.967972,40.763837,5,6.0,2013-06-24,14:09:00,1.0524082335643137,0.6539377841626466,1 pm - 5 pm,0 to 100,2013,Jun,1372082940, , , , , , , , , , , , , , , , , 
2013-10-07 09:42:00,-73.985858,40.729335,-73.99687,40.725392,1,6.0,2013-10-07,09:42:00,1.02565946491705,0.6373168285862839,7 am - 10 am,0 to 100,2013,Oct,1381138920, , , , , , , , , , , , , , , , , 
2014-09-26 05:33:51,-73.990111,40.756349,-73.983446,40.761135,1,4.5,2014-09-26,05:33:51,0.7730444409034863,0.4803487397961191,4 am - 7 am,0 to 100,2014,Sep,1411709631, , , , , , , , , , , , , , , , , 
2014-06-09 11:25:02,-73.971778,40.760809,-73.97295799999999,40.753609,1,7.0,2014-06-09,11:25:02,0.8062426167557502,0.5009771811772218,10 am - 1 pm,0 to 100,2014,Jun,1402313102, , , , , , , , , , , , , , , , , 
2013-10-17 12:48:00,-73.98656,40.74239,-73.97878,40.75333,2,8.5,2013-10-17,12:48:00,1.380920666325061,0.8580664535306778,10 am - 1 pm,0 to 100,2013,Oct,1382014080, , , , , , , , , , , , , , , , , 
2013-03-27 23:27:00,-73.99118,40.750267,-73.969847,40.757477,1,8.0,2013-03-27,23:27:00,1.9664307915193804,1.221886482358843,11pm - 12 am,0 to 100,2013,March,1364426820, , , , , , , , , , , , , , , , , 
2014-07-19 21:56:00,-74.01295,40.706588,-73.985618,40.73174,3,16.0,2014-07-19,21:56:00,3.62095590218526,2.249963278229125,8 pm - 11 pm,0 to 100,2014,Jul,1405806960, , , , , , , , , , , , , , , , , 
2014-05-21 10:01:45,-73.968142,40.763781,-73.97963100000001,40.77863,1,9.0,2014-05-21,10:01:45,1.91250888382842,1.1883808790115329,10 am - 1 pm,0 to 100,2014,May,1400666505, , , , , , , , , , , , , , , , , 
2014-03-31 09:22:54,-73.97493,40.752683000000005,-74.005832,40.730119,1,14.5,2014-03-31,09:22:54,3.613389369800092,2.245261641294004,7 am - 10 am,0 to 100,2014,March,1396257774, , , , , , , , , , , , , , , , , 
2014-07-26 10:39:00,-73.963987,40.771147,-73.95597,40.76387,1,5.5,2014-07-26,10:39:00,1.053179270412432,0.6544168854390198,10 am - 1 pm,0 to 100,2014,Jul,1406371140, , , , , , , , , , , , , , , , , 
2013-03-16 12:56:54,-73.986145,40.766845,-73.978902,40.779151,1,6.5,2013-03-16,12:56:54,1.4971998799496935,0.9303191867161034,10 am - 1 pm,0 to 100,2013,March,1363438614, , , , , , , , , , , , , , , , , 
2013-12-31 14:35:00,-74.008302,40.736112,-73.99153299999999,40.73322,6,9.5,2013-12-31,14:35:00,1.4481257866075166,0.8998258830374667,1 pm - 5 pm,0 to 100,2013,Dec,1388500500, , , , , , , , , , , , , , , , , 
2014-02-14 15:05:31,-73.993216,40.736832,-73.99116500000001,40.699901,1,18.0,2014-02-14,15:05:31,4.107595549265888,2.552347887497911,1 pm - 5 pm,0 to 100,2014,Feb,1392390331, , , , , , , , , , , , , , , , , 
2013-07-30 09:31:00,-73.994787,40.720627,-73.97457,40.747582,1,12.0,2013-07-30,09:31:00,3.445334731669872,2.140837070892336,7 am - 10 am,0 to 100,2013,Jul,1375176660, , , , , , , , , , , , , , , , , 
2013-04-26 08:23:17,-73.990721,40.702572,-74.003923,40.727093,3,13.0,2013-04-26,08:23:17,2.9430593961888123,1.82873687113277,7 am - 10 am,0 to 100,2013,Apr,1366964597, , , , , , , , , , , , , , , , , 
2014-12-23 09:32:56,-73.954784,40.765706,-73.959419,40.760263,2,5.5,2014-12-23,09:32:56,0.7197507427252614,0.4472334887129267,7 am - 10 am,0 to 100,2014,Dec,1419327176, , , , , , , , , , , , , , , , , 
2014-12-24 16:47:00,-73.97783199999999,40.752985,-73.97941999999999,40.736317,2,9.5,2014-12-24,16:47:00,1.8570522567529133,1.1539216428802572,1 pm - 5 pm,0 to 100,2014,Dec,1419439620, , , , , , , , , , , , , , , , , 
2014-11-01 03:05:00,-73.98033199999999,40.744197,-73.99475699999999,40.745422,1,7.5,2014-11-01,03:05:00,1.2220616101634567,0.7593557670619364,12 am- 4 am,0 to 100,2014,Nov,1414811100, , , , , , , , , , , , , , , , , 
2013-10-28 09:17:39,-73.980512,40.747751,-73.959582,40.770334000000005,1,13.0,2013-10-28,09:17:39,3.066189388022676,1.905246491122246,7 am - 10 am,0 to 100,2013,Oct,1382951859, , , , , , , , , , , , , , , , , 
2014-04-07 19:23:00,-73.985385,40.75757,-73.99013000000001,40.774762,1,8.0,2014-04-07,19:23:00,1.9517570886321869,1.2127686434390412,5 pm - 8 pm,0 to 100,2014,Apr,1396898580, , , , , , , , , , , , , , , , , 
2014-09-16 03:54:04,-73.985455,40.719282,-73.953862,40.707319,1,9.5,2014-09-16,03:54:04,2.974688753089825,1.848390491188826,12 am- 4 am,0 to 100,2014,Sep,1410839644, , , , , , , , , , , , , , , , , 
2013-01-22 07:31:09,-74.012912,40.702281,-74.004115,40.739581,2,11.5,2013-01-22,07:31:09,4.21066194798302,2.616390537725416,7 am - 10 am,0 to 100,2013,Jan,1358839869, , , , , , , , , , , , , , , , , 
2014-11-29 21:53:00,-74.00745,40.74321,-73.98444,40.75188,1,7.5,2014-11-29,21:53:00,2.163520562189545,1.3443526925258462,8 pm - 11 pm,0 to 100,2014,Nov,1417297980, , , , , , , , , , , , , , , , , 
2014-07-26 21:27:00,-73.97901999999999,40.78761,-73.98236,40.77532,1,6.0,2014-07-26,21:27:00,1.3943447326194187,0.8664078023409713,8 pm - 11 pm,0 to 100,2014,Jul,1406410020, , , , , , , , , , , , , , , , , 
2013-06-22 12:20:59,-73.95961199999999,40.774153000000005,-73.968928,40.761318,1,5.5,2013-06-22,12:20:59,1.62758885419655,1.0113393404728337,10 am - 1 pm,0 to 100,2013,Jun,1371903659, , , , , , , , , , , , , , , , , 
2014-07-25 00:40:00,-73.99717700000001,40.722132,-74.006422,40.732902,6,7.0,2014-07-25,00:40:00,1.4277640576472692,0.8871736597905161,12 am- 4 am,0 to 100,2014,Jul,1406248800, , , , , , , , , , , , , , , , , 
2014-02-22 23:55:56,-74.002076,40.724439,-73.949262,40.776794,3,23.0,2014-02-22,23:55:56,7.3223093853408034,4.549883421365779,11pm - 12 am,0 to 100,2014,Feb,1393113356, , , , , , , , , , , , , , , , , 
2013-07-22 15:23:33,-73.97535500000001,40.741133000000005,-73.98151899999999,40.732728,1,11.5,2013-07-22,15:23:33,1.0685247165592338,0.6639521273063702,1 pm - 5 pm,0 to 100,2013,Jul,1374506613, , , , , , , , , , , , , , , , , 
2014-07-31 10:48:00,-73.96215500000001,40.767707,-73.968417,40.761677,1,16.5,2014-07-31,10:48:00,0.8525206692530631,0.5297331013043006,10 am - 1 pm,0 to 100,2014,Jul,1406803680, , , , , , , , , , , , , , , , , 
2014-09-16 23:55:00,-73.959303,40.763397,-73.97523000000001,40.786832,6,10.5,2014-09-16,23:55:00,2.928882061300203,1.8199274617546344,11pm - 12 am,0 to 100,2014,Sep,1410911700, , , , , , , , , , , , , , , , , 
2013-06-19 10:23:42,-73.998603,40.734931,-73.977806,40.754244,1,13.5,2013-06-19,10:23:42,2.769791798235222,1.7210731096196092,10 am - 1 pm,0 to 100,2013,Jun,1371637422, , , , , , , , , , , , , , , , , 
2013-08-05 04:08:33,-73.981884,40.757484000000005,-73.95296,40.807642,2,14.5,2013-08-05,04:08:33,6.081988197518552,3.779181650563928,4 am - 7 am,0 to 100,2013,Aug,1375675713, , , , , , , , , , , , , , , , , 
2013-07-06 20:22:18,-73.984358,40.770135,-73.993207,40.7577,1,5.0,2013-07-06,20:22:18,1.5697770696158106,0.9754166736772903,8 pm - 11 pm,0 to 100,2013,Jul,1373142138, , , , , , , , , , , , , , , , , 
2014-03-25 08:04:00,-73.99947,40.71451,-73.978865,40.750652,5,14.0,2014-03-25,08:04:00,4.3750455765707885,2.7185340428814224,7 am - 10 am,0 to 100,2014,March,1395734640, , , , , , , , , , , , , , , , , 
2014-12-14 19:06:00,-73.969337,40.753942,-74.002775,40.756222,2,12.0,2014-12-14,19:06:00,2.8261261189727582,1.7560777206636002,5 pm - 8 pm,0 to 100,2014,Dec,1418583960, , , , , , , , , , , , , , , , , 
2014-08-02 18:38:33,-73.974249,40.755441,-73.974337,40.760463,3,5.5,2014-08-02,18:38:33,0.5581194771248388,0.3468002268786203,5 pm - 8 pm,0 to 100,2014,Aug,1407004713, , , , , , , , , , , , , , , , , 
2014-09-17 10:13:00,-73.971215,40.764028,-73.955738,40.782868,1,9.0,2014-09-17,10:13:00,2.465676591965164,1.5321042116427626,10 am - 1 pm,0 to 100,2014,Sep,1410948780, , , , , , , , , , , , , , , , , 
2013-02-03 13:35:22,-73.98728100000001,40.718409,-73.984193,40.721526,1,5.5,2013-02-03,13:35:22,0.4331491054896017,0.2691470450554896,1 pm - 5 pm,0 to 100,2013,Feb,1359898522, , , , , , , , , , , , , , , , , 
2014-06-14 19:41:46,-73.97834399999999,40.75335,-73.97570999999999,40.744652,1,6.5,2014-06-14,19:41:46,0.991675987502743,0.616200422224479,5 pm - 8 pm,0 to 100,2014,Jun,1402774906, , , , , , , , , , , , , , , , , 
2014-06-16 20:57:00,-73.98181,40.78349,-73.98143,40.7784,1,4.0,2014-06-16,20:57:00,0.5665298955248381,0.3520262315761978,8 pm - 11 pm,0 to 100,2014,Jun,1402952220, , , , , , , , , , , , , , , , , 
2014-06-07 11:50:35,-73.978818,40.753941,-73.96646,40.793344,2,11.5,2014-06-07,11:50:35,4.500472279552721,2.796470776562268,10 am - 1 pm,0 to 100,2014,Jun,1402141835, , , , , , , , , , , , , , , , , 
2014-12-30 12:25:52,-73.974725,40.750582,-73.97691999999999,40.753623,1,7.5,2014-12-30,12:25:52,0.3851506236221775,0.2393220970224922,10 am - 1 pm,0 to 100,2014,Dec,1419942352, , , , , , , , , , , , , , , , , 
2014-05-29 09:09:03,-73.991699,40.729549,-73.98150799999999,40.753821,1,11.0,2014-05-29,09:09:03,2.8304170895391185,1.7587440127873033,7 am - 10 am,0 to 100,2014,May,1401354543, , , , , , , , , , , , , , , , , 
2013-01-15 12:38:49,-74.007747,40.732259,-73.980301,40.760361,1,14.5,2013-01-15,12:38:49,3.884745410096898,2.413874886659685,10 am - 1 pm,0 to 100,2013,Jan,1358253529, , , , , , , , , , , , , , , , , 
2014-05-01 23:57:00,-73.98231,40.763917,-73.99018199999999,40.756367,6,7.0,2014-05-01,23:57:00,1.069088266791251,0.6643023020562783,11pm - 12 am,0 to 100,2014,May,1398988620, , , , , , , , , , , , , , , , , 
